Rank,Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
7786,J-League Excite Stage '96,SNES,1996,Sports,Epoch,0,0,0.19,0,0.19
7792,Jikkyou J-League Perfect Striker,N64,1996,Sports,Konami Digital Entertainment,0,0,0.19,0,0.19
7799,Descent,PS,1996,Shooter,Interplay,0.11,0.07,0,0.01,0.19
7825,Jikkyou Powerful Pro Yakyuu '96 Kaimakuban,SNES,1996,Sports,Konami Digital Entertainment,0,0,0.19,0,0.19
7829,Allied General,PS,1996,Strategy,SSI,0.11,0.07,0,0.01,0.19
7861,Hexen,N64,1996,Shooter,GT Interactive,0.15,0.04,0,0,0.19
7865,Chou-Kuukan Night Pro Yakyuu King (weekly JP sales),N64,1996,Sports,Imagineer,0,0,0.19,0,0.19
7879,Warhammer: Shadow of the Horned Rat,PS,1996,Strategy,Mindscape,0.11,0.07,0,0.01,0.19
7959,Bubsy 3D,PS,1996,Platform,Accolade,0.1,0.07,0,0.01,0.19
8091,Jampack Vol. 1,PS,1996,Misc,Sony Computer Entertainment,0.1,0.07,0,0.01,0.18
8253,Time Commando,PS,1996,Action,Adeline Software,0.1,0.07,0,0.01,0.17
8303,The King of Fighters '95,PS,1996,Fighting,Sony Computer Entertainment,0,0,0.16,0.01,0.17
8373,Bomberman B-Daman,SNES,1996,Shooter,Hudson Soft,0,0,0.17,0,0.17
8377,Reloaded,PS,1996,Action,Gremlin Interactive Ltd,0.09,0.06,0,0.01,0.17
8390,VR Golf '97,PS,1996,Sports,Gremlin Interactive Ltd,0.09,0.06,0,0.01,0.17
8409,Tokimeki Memorial: Private Collection,PS,1996,Misc,Konami Digital Entertainment,0,0,0.16,0.01,0.17
8423,Nobunaga no Yabou: Tenshoki,SNES,1996,Strategy,Tecmo Koei,0,0,0.17,0,0.17
8428,Street Fighter Alpha 2,SNES,1996,Fighting,Nintendo,0,0,0.17,0,0.17
8594,Wonder Project J2: Koruro no Mori no Josette,N64,1996,Simulation,Enix Corporation,0,0,0.12,0.04,0.16
8662,FIFA Soccer 97,PS,1996,Sports,Electronic Arts,0.09,0.06,0,0.01,0.16
8664,Psychic Force,PS,1996,Fighting,Acclaim Entertainment,0.01,0.01,0.13,0.01,0.16
8686,Street Racer,PS,1996,Racing,Ubisoft,0.09,0.06,0,0.01,0.16
8699,The Incredible Hulk: The Pantheon Saga,PS,1996,Action,Eidos Interactive,0.09,0.06,0,0.01,0.16
8714,Wing Commander III: Heart of the Tiger,PS,1996,Action,Electronic Arts,0.09,0.06,0,0.01,0.16
8719,Namco Museum Vol.5,PS,1996,Misc,Sony Computer Entertainment,0.02,0.01,0.12,0.01,0.15
8761,Saturn Bomberman,SAT,1996,Puzzle,Sega,0,0,0.15,0,0.15
8812,Rudra no Hihou,SNES,1996,Role-Playing,SquareSoft,0,0,0.15,0,0.15
8957,Blazing Dragons,PS,1996,Adventure,Crystal Dynamics,0.08,0.06,0,0.01,0.15
9040,Iron & Blood,PS,1996,Fighting,Acclaim Entertainment,0.08,0.05,0,0.01,0.14
9187,Frank Thomas Big Hurt Baseball,PS,1996,Sports,Acclaim Entertainment,0.08,0.05,0,0.01,0.14
9192,Bottom of the 9th,PS,1996,Sports,Konami Digital Entertainment,0.08,0.05,0,0.01,0.14
9217,Super Puzzle Fighter II Turbo,PS,1996,Puzzle,Virgin Interactive,0.08,0.05,0,0.01,0.14
9311,NHL Breakaway 98,PS,1996,Sports,Acclaim Entertainment,0.08,0.05,0,0.01,0.14
9510,Last Bronx,SAT,1996,Fighting,Sega,0,0,0.13,0,0.13
9608,Black Dawn,PS,1996,Simulation,Virgin Interactive,0.07,0.05,0,0.01,0.13
9675,Criticom,PS,1996,Fighting,Vic Tokai,0.07,0.05,0,0.01,0.12
9695,Fire ProWrestling S: 6Men Scramble,SAT,1996,Fighting,Human Entertainment,0,0,0.12,0,0.12
9753,San Goku Shi V,SAT,1996,Strategy,Tecmo Koei,0,0,0.12,0,0.12
9758,Daikaijyuu Monogatari II,SNES,1996,Role-Playing,Hudson Soft,0,0,0.12,0,0.12
9845,Burning Road,PS,1996,Racing,FunSoft,0.07,0.05,0,0.01,0.12
9888,HardBall 5,PS,1996,Sports,SPS,0.07,0.04,0,0.01,0.12
9961,Tecmo Super Bowl,PS,1996,Sports,Tecmo Koei,0.06,0.04,0,0.01,0.12
9965,NHL Powerplay '96,PS,1996,Sports,Virgin Interactive,0.06,0.04,0,0.01,0.12
10095,Sega Touring Car Championship,SAT,1996,Racing,Sega,0,0,0.11,0,0.11
10216,Lunacy,SAT,1996,Adventure,Sega,0,0,0.11,0,0.11
10231,Street Fighter Collection,SAT,1996,Fighting,Capcom,0,0,0.11,0,0.11
10283,Winter Heat,SAT,1996,Sports,Sega,0,0,0.11,0,0.11
10340,Goal Storm '97,PS,1996,Sports,Konami Digital Entertainment,0.01,0,0.09,0.01,0.11
10585,Olympic Summer Games: Atlanta 1996,PS,1996,Sports,U.S. Gold,0.06,0.04,0,0.01,0.1
10608,Sword & Sorcery,SAT,1996,Role-Playing,Micro Cabin,0,0,0.1,0,0.1
10710,Real Bout Garou Densetsu,SAT,1996,Fighting,SNK,0,0,0.1,0,0.1
10738,Blast Chamber,PS,1996,Shooter,Activision,0.05,0.04,0,0.01,0.1
10757,Virtual Pro Wrestling,PS,1996,Fighting,Asmik Ace Entertainment,0,0,0.09,0.01,0.1
10775,Tokimeki Memorial: Taisen Pazurudama,PS,1996,Puzzle,Konami Digital Entertainment,0,0,0.09,0.01,0.1
10920,Bogey: Dead 6,PS,1996,Simulation,Sony Computer Entertainment,0.05,0.04,0,0.01,0.09
10961,Return Fire,PS,1996,Strategy,Time Warner Interactive,0.05,0.03,0,0.01,0.09
11048,Saikyou Habu Shogi,N64,1996,Misc,Seta Corporation,0,0,0.06,0.03,0.09
11056,Tunnel B1,PS,1996,Action,Ocean,0.05,0.03,0,0.01,0.09
11164,Sotsugyou Crossworld,PS,1996,Simulation,Hearty Robin,0,0,0.08,0.01,0.09
11204,Mahjong Master,N64,1996,Misc,Konami Digital Entertainment,0,0,0.09,0,0.09
11263,Tokimeki Memorial: Taisen Pazurudama,SAT,1996,Puzzle,Konami Digital Entertainment,0,0,0.08,0,0.08
11380,Iron Man / X-O Manowar in Heavy Metal,PS,1996,Platform,Acclaim Entertainment,0.05,0.03,0,0.01,0.08
11385,Robotron X,PS,1996,Shooter,GT Interactive,0.05,0.03,0,0.01,0.08
11476,The Space Bar,SAT,1996,Adventure,Sega,0,0,0.08,0,0.08
11626,Skeleton Warriors,PS,1996,Platform,Virgin Interactive,0.04,0.03,0,0.01,0.08
11640,Sound Novel Tsukuru,SNES,1996,Misc,ASCII Entertainment,0,0,0.08,0,0.08
11771,NHL Open Ice,PS,1996,Sports,Midway Games,0.04,0.03,0,0,0.07
11842,Spot Goes to Hollywood,PS,1996,Platform,Virgin Interactive,0.04,0.03,0,0,0.07
11959,Machine Head,PS,1996,Shooter,Eidos Interactive,0.04,0.03,0,0,0.07
12009,Tecmo's Deception,PS,1996,Role-Playing,Sunsoft,0.04,0.03,0,0,0.07
12062,Strike Point,PS,1996,Simulation,Elite,0.04,0.03,0,0,0.07
12182,The Final Round,PS,1996,Sports,Konami Digital Entertainment,0.04,0.03,0,0,0.07
12219,Parlor! Mini 2,SNES,1996,Misc,Nippon Telenet,0,0,0.07,0,0.07
12242,Speed Racer,PS,1996,Racing,Tomy Corporation,0.04,0.02,0,0,0.07
12502,NBA Hangtime,PS,1996,Sports,Midway Games,0.03,0.02,0,0,0.06
12635,Killing Zone,PS,1996,Fighting,Acclaim Entertainment,0.03,0.02,0,0,0.06
12651,Tanjou S Debut,SAT,1996,Simulation,NEC Interchannel,0,0,0.06,0,0.06
12766,Starwinder: The Ultimate Space Race,PS,1996,Racing,Mindscape,0.03,0.02,0,0,0.06
12789,The King of Fighters '96,NG,1996,Fighting,SNK,0,0,0.06,0,0.06
12811,Impact Racing,PS,1996,Racing,JVC,0.03,0.02,0,0,0.06
12846,Olympic Soccer: Atlanta 1996,PS,1996,Sports,U.S. Gold,0.03,0.02,0,0,0.05
13146,Chronicles of the Sword,PS,1996,Adventure,Psygnosis,0.03,0.02,0,0,0.05
13173,SD Gundam: Over Galaxian,PS,1996,Shooter,Namco Bandai Games,0,0,0.05,0,0.05
13218,Strikers 1945,SAT,1996,Shooter,Atlus,0,0,0.05,0,0.05
13243,J-League '96 Dream Stadium,SNES,1996,Sports,Hudson Soft,0,0,0.05,0,0.05
13282,VR Soccer '96,PS,1996,Sports,Gremlin Interactive Ltd,0.03,0.02,0,0,0.05
13352,Crusader: No Remorse,PS,1996,Adventure,Electronic Arts,0.03,0.02,0,0,0.05
13417,Garou Densetsu 3: Road to the Final Victory,SAT,1996,Fighting,SNK,0,0,0.05,0,0.05
13480,Assault Rigs,PS,1996,Action,Electronic Arts Victor,0.02,0.02,0,0,0.04
13500,Shin Fortune Quest: Sokutaku no Kishi,PS,1996,Misc,Media Works,0,0,0.04,0,0.04
13675,Dark Half,SNES,1996,Role-Playing,Enix Corporation,0,0,0.04,0,0.04
13717,Haunted Casino,SAT,1996,Adventure,Societa,0,0,0.04,0,0.04
13909,PO'ed,PS,1996,Shooter,Time Warner Interactive,0.02,0.01,0,0,0.04
13911,Adidas Power Soccer,PS,1996,Sports,Psygnosis,0.02,0.01,0,0,0.04
13916,Art of Fighting 3: The Path of the Warrior,NG,1996,Fighting,SNK,0,0,0.04,0,0.04
14031,True Pinball,PS,1996,Misc,Ocean,0.02,0.01,0,0,0.04
14192,Batman Forever: The Arcade Game,PS,1996,Action,Acclaim Entertainment,0.02,0.01,0,0,0.03
14219,3D Baseball,PS,1996,Sports,BMG Interactive Entertainment,0.02,0.01,0,0,0.03
14248,PowerSlave,PS,1996,Shooter,BMG Interactive Entertainment,0.02,0.01,0,0,0.03
14320,Big Ichigeki! Pachi-Slot Taikouryku Universal Museum,SAT,1996,Misc,ASK,0,0,0.03,0,0.03
14358,DragonHeart: Fire & Steel,PS,1996,Action,Acclaim Entertainment,0.02,0.01,0,0,0.03
14359,Nishijin Pachinko Monogatari 2,SNES,1996,Misc,KSS,0,0,0.03,0,0.03
14478,Lethal Enforcers I & II,PS,1996,Shooter,Konami Digital Entertainment,0.02,0.01,0,0,0.03
14521,BRAHMA Force: The Assault on Beltlogger 9,PS,1996,Shooter,JVC,0.02,0.01,0,0,0.03
14559,Blue Breaker: Ken Yorimo Hohoemi o,PCFX,1996,Role-Playing,NEC,0,0,0.03,0,0.03
14595,Grid Runner,PS,1996,Action,Virgin Interactive,0.02,0.01,0,0,0.03
14782,The Adventures of Lomax,PS,1996,Platform,Psygnosis,0.01,0.01,0,0,0.03
14861,Hankou Shashin,SAT,1996,Adventure,Imagineer,0,0,0.03,0,0.03
14877,Pitball,PS,1996,Sports,Time Warner Interactive,0.01,0.01,0,0,0.03
14905,War Gods,PS,1996,Fighting,GT Interactive,0.01,0.01,0,0,0.03
15171,Super Nazo Puyo Tsuu: Ruruu no Tetsuwan Hanjyouki,SNES,1996,Puzzle,Compile,0,0,0.02,0,0.02
15188,Shippuu Mahou Daisakusen: Kingdom-Grandprix,SAT,1996,Shooter,Gaga,0,0,0.02,0,0.02
15292,NightTruth: Explanation of the Paranormal - The Making of Nighttruth: Voice Selection,SAT,1996,Misc,Sonnet,0,0,0.02,0,0.02
15304,Brain Dead 13,PS,1996,Adventure,Coconuts Japan,0.01,0.01,0,0,0.02
15651,Tail of the Sun,PS,1996,Role-Playing,ArtDink,0.01,0.01,0,0,0.02
15763,Discworld II: Mortality Bytes!,PS,1996,Adventure,Psygnosis,0.01,0.01,0,0,0.02
16229,Victory Spike,PS,1996,Sports,Imagineer,0,0,0.01,0,0.01
16376,Meru Purana,PS,1996,Strategy,Gust,0,0,0.01,0,0.01
53,Gran Turismo,PS,1997,Racing,Sony Computer Entertainment,4.02,3.87,2.54,0.52,10.95
67,Final Fantasy VII,PS,1997,Role-Playing,Sony Computer Entertainment,3.01,2.47,3.28,0.96,9.72
85,GoldenEye 007,N64,1997,Shooter,Nintendo,5.8,2.01,0.13,0.15,8.09
96,Crash Bandicoot 2: Cortex Strikes Back,PS,1997,Platform,Sony Computer Entertainment,3.78,2.17,1.31,0.31,7.58
179,Tomb Raider II,PS,1997,Action,Eidos Interactive,2.3,2.46,0.2,0.28,5.24
214,Diddy Kong Racing,N64,1997,Racing,Nintendo,2.91,0.99,0.89,0.1,4.88
279,Frogger,PS,1997,Action,Hasbro Interactive,3.79,0.27,0,0.11,4.16
282,Half-Life,PC,1997,Shooter,Vivendi Games,4.03,0,0.09,0,4.12
297,Star Fox 64,N64,1997,Shooter,Nintendo,2.78,0.58,0.64,0.04,4.03
360,Croc: Legend of the Gobbos,PS,1997,Platform,Fox Interactive,1.57,1.79,0,0.2,3.56
363,Tomb Raider III: Adventures of Lara Croft,PS,1997,Action,Eidos Interactive,1.66,1.58,0.12,0.18,3.54
511,Yoshi's Story,N64,1997,Platform,Nintendo,1.29,0.53,0.98,0.05,2.85
528,Hot Shots Golf,PS,1997,Sports,Sony Computer Entertainment,0.29,0.2,2.13,0.18,2.79
631,Final Fantasy Tactics,PS,1997,Role-Playing,SquareSoft,0.93,0.12,1.34,0.06,2.45
636,Riven: The Sequel to Myst,PC,1997,Adventure,Red Orb,1.52,0.82,0,0.1,2.43
649,Theme Hospital,PC,1997,Strategy,Electronic Arts,2.3,0.1,0,0,2.4
686,Grand Theft Auto,PS,1997,Action,Take-Two Interactive,0.79,1.35,0.04,0.14,2.32
696,Tomb Raider II,PC,1997,Action,Eidos Interactive,0.91,1.25,0,0.13,2.29
706,TOCA Touring Car Championship,PS,1997,Racing,Codemasters,0.07,2,0.02,0.18,2.28
717,Cool Boarders 2,PS,1997,Sports,UEP Systems,1.52,0.46,0.2,0.08,2.25
793,Derby Stallion,PS,1997,Sports,ASCII Entertainment,0,0,1.96,0.14,2.09
853,Tenchu: Stealth Assassins,PS,1997,Action,Activision,0.95,0.64,0.27,0.13,1.99
884,Jet Moto 2,PS,1997,Racing,Sony Computer Entertainment,1.41,0.42,0.03,0.07,1.94
929,Turok 2: Seeds of Evil,N64,1997,Platform,Acclaim Entertainment,1.37,0.41,0.04,0.04,1.86
1066,WCW vs. nWo: World Tour,N64,1997,Fighting,THQ,1.37,0.28,0.03,0.02,1.69
1076,NFL GameDay 98,PS,1997,Sports,Sony Computer Entertainment,1.58,0.06,0,0.04,1.68
1079,Time Crisis,PS,1997,Shooter,Namco Bandai Games,0.38,0.87,0.33,0.1,1.68
1228,Tiger Woods 99 PGA Tour Golf,PS,1997,Sports,Electronic Arts,0.85,0.58,0,0.1,1.53
1232,Knockout Kings,PS,1997,Fighting,Electronic Arts,1.07,0.39,0,0.06,1.52
1250,NBA Live 98,PS,1997,Sports,Electronic Arts,1.41,0.06,0,0.04,1.51
1252,Monopoly,PS,1997,Misc,Hasbro Interactive,1.18,0.27,0,0.05,1.51
1282,Wario Land II,GB,1997,Platform,Nintendo,0.7,0.35,0.39,0.04,1.48
1328,Game de Hakken!! Tamagotchi 2,GB,1997,Simulation,Namco Bandai Games,0,0,1.44,0.01,1.45
1439,Madden NFL 98,PS,1997,Sports,Electronic Arts,1.29,0.03,0,0.03,1.35
1453,SaGa Frontier,PS,1997,Role-Playing,SquareSoft,0.15,0.04,1.07,0.09,1.35
1494,Fighting Force,PS,1997,Fighting,Eidos Interactive,0.73,0.5,0,0.09,1.32
1522,Test Drive 5,PS,1997,Racing,Accolade,1.05,0.2,0,0.05,1.3
1553,Castlevania: Symphony of the Night,PS,1997,Platform,Konami Digital Entertainment,0.58,0.4,0.21,0.08,1.27
1606,Oddworld: Abe's Oddysee,PS,1997,Platform,GT Interactive,0.75,0.44,0,0.06,1.24
1637,Intelligent Qube,PS,1997,Puzzle,Sony Computer Entertainment,0.13,0.07,1,0.02,1.22
1638,Game & Watch Gallery 2,GB,1997,Misc,Nintendo,0.76,0.3,0.12,0.04,1.22
1644,NBA Live 99,PS,1997,Sports,Electronic Arts,1.13,0.05,0,0.03,1.22
1645,Chocobo no Fushigi Dungeon,PS,1997,Role-Playing,SquareSoft,0,0,1.14,0.08,1.22
1665,Test Drive 4,PS,1997,Racing,Electronic Arts,0.67,0.46,0,0.08,1.21
1688,Nuclear Strike,PS,1997,Simulation,Electronic Arts,0.66,0.45,0,0.08,1.19
1730,Mission: Impossible,N64,1997,Action,Ocean,0.74,0.38,0.02,0.03,1.17
1749,Bushido Blade,PS,1997,Fighting,Sony Computer Entertainment,0.39,0.27,0.43,0.08,1.16
1756,Test Drive: Off Road,PS,1997,Racing,Eidos Interactive,0.65,0.44,0,0.08,1.16
1782,Puyo Puyo Sun Ketteiban,PS,1997,Puzzle,Compile,0,0,1.07,0.07,1.15
1854,Triple Play 98,PS,1997,Sports,Electronic Arts,0.61,0.42,0,0.07,1.1
1888,Densha De Go!,PS,1997,Simulation,Taito,0,0,1.02,0.07,1.09
1930,NHL 99,PS,1997,Sports,Electronic Arts,0.59,0.4,0,0.07,1.07
1956,NFL Quarterback Club 98,N64,1997,Sports,Acclaim Entertainment,1.01,0.05,0,0.01,1.06
1995,Tales of Destiny,PS,1997,Role-Playing,Namco Bandai Games,0.09,0.06,0.83,0.07,1.04
2003,Bomberman 64,N64,1997,Puzzle,Hudson Soft,0.5,0.2,0.31,0.03,1.04
2037,The Lost World: Jurassic Park,PS,1997,Action,Electronic Arts,0.57,0.39,0,0.07,1.02
2052,Monster Rancher,PS,1997,Simulation,Tecmo Koei,0.12,0.08,0.74,0.07,1.01
2058,Breath of Fire III,PS,1997,Role-Playing,Capcom,0.29,0.19,0.46,0.07,1
2064,Game & Watch Gallery,GB,1997,Misc,Nintendo,0.63,0.25,0.09,0.03,1
2251,NHL 98,PS,1997,Sports,Electronic Arts,0.51,0.35,0,0.06,0.92
2341,Ace Combat 2,PS,1997,Simulation,Sony Computer Entertainment,0.16,0.11,0.56,0.06,0.89
2386,Need for Speed: V-Rally,PS,1997,Racing,Infogrames,0.43,0.29,0.09,0.06,0.87
2421,Madden Football 64,N64,1997,Sports,Electronic Arts,0.81,0.04,0,0.01,0.86
2443,Rampage World Tour,PS,1997,Action,GT Interactive,0.47,0.32,0,0.06,0.85
2494,Mega Man Legends,PS,1997,Adventure,Capcom,0.39,0.26,0.12,0.05,0.83
2570,Moto Racer,PS,1997,Racing,Electronic Arts,0.45,0.3,0,0.05,0.8
2606,Momotarou Dentetsu 7,PS,1997,Simulation,Hudson Entertainment,0,0,0.74,0.05,0.79
2643,Battle Stations,PS,1997,Strategy,Electronic Arts,0.43,0.29,0,0.05,0.78
2744,San Francisco Rush: Extreme Racing,N64,1997,Racing,GT Interactive,0.63,0.11,0,0.01,0.75
2748,Street Fighter EX Plus Alpha,PS,1997,Fighting,Virgin Interactive,0.28,0.19,0.23,0.05,0.75
2796,FIFA: Road to World Cup 98,PS,1997,Sports,Electronic Arts,0.14,0.09,0.46,0.05,0.73
2887,Blast Corps,N64,1997,Action,Nintendo,0.39,0.09,0.17,0.06,0.71
2894,Jeopardy!,PS,1997,Misc,Hasbro Interactive,0.39,0.27,0,0.05,0.71
2918,NCAA Football 98,PS,1997,Sports,Electronic Arts,0.39,0.27,0,0.05,0.7
2950,Moto Racer 2,PS,1997,Racing,Electronic Arts,0.39,0.26,0,0.05,0.69
2977,Star Wars: Masters of Teras Kasi,PS,1997,Action,LucasArts,0.38,0.26,0,0.04,0.68
2984,Mortal Kombat Mythologies: Sub-Zero,PS,1997,Fighting,GT Interactive,0.38,0.26,0,0.04,0.68
3187,Nightmare Creatures,PS,1997,Action,Sony Computer Entertainment,0.35,0.24,0,0.04,0.63
3228,Final Fantasy VII International,PS,1997,Role-Playing,Square,0,0,0.59,0.04,0.63
3246,NBA ShootOut '97,PS,1997,Sports,Sony Computer Entertainment,0.35,0.24,0,0.04,0.62
3311,Duke Nukem: Total Meltdown,PS,1997,Shooter,GT Interactive,0.34,0.23,0,0.04,0.61
3359,Puyo Puyo Sun,SAT,1997,Puzzle,Compile,0,0,0.6,0,0.6
3363,International Superstar Soccer 64,N64,1997,Sports,Konami Digital Entertainment,0.09,0.26,0.23,0.02,0.6
3391,Jikkyou Powerful Pro Yakyuu '97 Kaimakuban,PS,1997,Sports,Konami Digital Entertainment,0,0,0.56,0.04,0.59
3414,Extreme-G,N64,1997,Racing,Acclaim Entertainment,0.47,0.11,0,0.01,0.59
3446,Diablo,PS,1997,Role-Playing,Electronic Arts,0.29,0.19,0.07,0.04,0.58
3467,FIFA: Road to  World Cup 98,N64,1997,Sports,Electronic Arts,0.15,0.39,0,0.03,0.58
3535,NBA Hangtime,N64,1997,Sports,GT Interactive,0.48,0.08,0,0,0.57
3669,Super Robot Taisen F,SAT,1997,Strategy,Banpresto,0,0,0.55,0,0.55
3802,Front Mission 2,PS,1997,Strategy,SquareSoft,0,0,0.49,0.03,0.53
3901,Virtual Pool,PS,1997,Sports,Interplay,0.28,0.19,0,0.03,0.51
3948,NHL FaceOff 98,PS,1997,Sports,Sony Computer Entertainment,0.28,0.19,0,0.03,0.51
3989,RPG Maker,PS,1997,Role-Playing,ASCII Entertainment,0.11,0.07,0.29,0.03,0.5
4047,FIFA Soccer 64,N64,1997,Sports,Electronic Arts,0.16,0.3,0,0.03,0.49
4052,J-League Pro Soccer Club wo Tsukurou! 2,SAT,1997,Sports,Sega,0,0,0.49,0,0.49
4189,Automobili Lamborghini,N64,1997,Racing,Titus,0.28,0.17,0,0.01,0.47
4192,Doom 64,N64,1997,Shooter,Midway Games,0.38,0.08,0,0.01,0.47
4440,Independence Day,PS,1997,Shooter,Fox Interactive,0.25,0.17,0,0.03,0.44
4454,Duke Nukem 64,N64,1997,Shooter,GT Interactive,0.35,0.08,0,0.01,0.44
4534,Mischief Makers,N64,1997,Platform,Nintendo,0.25,0.06,0.07,0.06,0.43
4563,NHL FaceOff 99,PS,1997,Sports,989 Studios,0.24,0.16,0,0.03,0.43
4569,Neon Genesis Evangelion 2nd Impression,SAT,1997,Role-Playing,Sega,0,0,0.42,0,0.42
4594,Colony Wars,PS,1997,Simulation,Psygnosis,0.24,0.16,0,0.03,0.42
4602,Grandia,SAT,1997,Role-Playing,ESP,0,0,0.42,0,0.42
4668,X-Men vs. Street Fighter,PS,1997,Fighting,Capcom,0.16,0.11,0.12,0.03,0.42
4727,Command & Conquer: Red Alert,PS,1997,Strategy,Virgin Interactive,0.23,0.16,0,0.03,0.41
4736,Armored Core,PS,1997,Simulation,Sony Computer Entertainment,0.13,0.09,0.16,0.03,0.41
4796,Medarot: Kabuto / Kuwagata Version,GB,1997,Role-Playing,Imagineer,0,0,0.4,0,0.4
4812,Pet in TV,PS,1997,Strategy,Sony Computer Entertainment,0,0,0.38,0.03,0.4
4829,Top Gear Rally,N64,1997,Racing,Kemco,0.32,0.07,0,0,0.4
4831,Mortal Kombat Mythologies: Sub-Zero,N64,1997,Fighting,Midway Games,0.32,0.07,0,0,0.4
4895,Bloody Roar,PS,1997,Fighting,Virgin Interactive,0.22,0.15,0,0.03,0.39
4986,San Francisco Rush: Extreme Racing,PS,1997,Racing,GT Interactive,0.21,0.15,0,0.03,0.38
5093,Tobal 2,PS,1997,Fighting,SquareSoft,0,0,0.35,0.02,0.37
5156,Mini-Yonku GB: Let's & Go!!,GB,1997,Strategy,ASCII Entertainment,0,0,0.37,0,0.37
5191,MechWarrior 2: 31st Century Combat,PS,1997,Simulation,Activision,0.2,0.14,0,0.02,0.36
5196,Mobile Suit Z-Gundam,PS,1997,Action,Namco Bandai Games,0,0,0.34,0.02,0.36
5202,Kirby's Dream Land 3,SNES,1997,Platform,Nintendo,0,0,0.36,0,0.36
5203,Big Bass World Championship,PS,1997,Sports,Starfish,0.2,0.14,0,0.02,0.36
5207,Mystical Ninja starring Goemon,N64,1997,Action,Konami Digital Entertainment,0.07,0.02,0.23,0.04,0.36
5208,Tetrisphere,N64,1997,Puzzle,Nintendo,0.29,0.06,0,0,0.36
5263,Formula 1 Championship Edition,PS,1997,Racing,Psygnosis,0.06,0.04,0.23,0.02,0.36
5379,Marvel Super Heroes,PS,1997,Fighting,Virgin Interactive,0.19,0.13,0,0.02,0.34
5408,Point Blank,PS,1997,Shooter,Sony Computer Entertainment,0.05,0.03,0.23,0.02,0.34
5551,DX Game of Life 2,PS,1997,Misc,Takara,0,0,0.31,0.02,0.33
5601,Bust-A-Move '99,PS,1997,Puzzle,Acclaim Entertainment,0.18,0.12,0,0.02,0.32
5614,ESPN X-Games Pro Boarder,PS,1997,Sports,Sony Computer Entertainment,0.18,0.12,0,0.02,0.32
5632,Nagano Winter Olympics 98,N64,1997,Sports,Konami Digital Entertainment,0.15,0.04,0.13,0,0.32
5639,Rally Cross,PS,1997,Racing,Sony Computer Entertainment,0.18,0.12,0,0.02,0.32
5661,Riven: The Sequel to Myst,PS,1997,Adventure,Acclaim Entertainment,0.18,0.12,0,0.02,0.32
5672,The Conveni: Ano Machi wo Dokusen Seyo,PS,1997,Simulation,Human Entertainment,0,0,0.3,0.02,0.32
5673,Shin Super Robot Taisen Special Disk,PS,1997,Strategy,Banpresto,0,0,0.3,0.02,0.32
5705,WarCraft II: The Dark Saga,PS,1997,Strategy,Electronic Arts,0.18,0.12,0,0.02,0.31
5738,Einhänder,PS,1997,Shooter,SquareSoft,0.1,0.07,0.13,0.02,0.31
5755,Jikkyou Powerful Pro Yakyuu 4,N64,1997,Sports,Konami Digital Entertainment,0,0,0.26,0.05,0.31
5780,Shin Megami Tensei: Devil Summoner - Soul Hackers,SAT,1997,Role-Playing,Atlus,0,0,0.31,0,0.31
5786,Final Fantasy IV,PS,1997,Simulation,SquareSoft,0,0,0.29,0.02,0.31
5859,Cart World Series,PS,1997,Racing,Sony Computer Entertainment,0.17,0.11,0,0.02,0.3
5894,Macross Digital Mission VF-X,PS,1997,Simulation,Namco Bandai Games,0,0,0.28,0.02,0.3
5898,Super Bomberman 5,SNES,1997,Puzzle,Hudson Soft,0,0,0.3,0,0.3
5941,Future Cop L.A.P.D.,PS,1997,Simulation,Electronic Arts,0.16,0.11,0,0.02,0.3
6000,SD Gundam G Century,PS,1997,Strategy,Namco Bandai Games,0,0,0.27,0.02,0.29
6032,War Gods,N64,1997,Fighting,Midway Games,0.23,0.06,0,0,0.29
6112,VMX Racing,PS,1997,Racing,Playmates,0.16,0.11,0,0.02,0.28
6219,Kakyuusei,SAT,1997,Strategy,Elf,0,0,0.28,0,0.28
6256,Armored Core: Project Phantasma,PS,1997,Simulation,From Software,0.06,0.04,0.15,0.02,0.28
6277,Dynasty Warriors,PS,1997,Action,Tecmo Koei,0.09,0.06,0.11,0.02,0.27
6290,Dragon Ball GT: Final Bout,PS,1997,Fighting,Namco Bandai Games,0.02,0.02,0.22,0.02,0.27
6344,NBA In The Zone '98,N64,1997,Sports,Konami Digital Entertainment,0.25,0.02,0,0,0.27
6441,Gallop Racer 2: One and Only Road to Victory,PS,1997,Sports,Tecmo Koei,0,0,0.25,0.02,0.27
6469,Tomba!,PS,1997,Platform,Sony Computer Entertainment,0.15,0.1,0,0.02,0.26
6562,X-Men vs. Street Fighter,SAT,1997,Fighting,Capcom,0,0,0.26,0,0.26
6587,Tengai Makyou: Daishi no Mokushiroku - The Apocalypse IV,SAT,1997,Role-Playing,Hudson Soft,0,0,0.26,0,0.26
6675,Marie no Atelier: Salburg no Renkinjutsushi,PS,1997,Role-Playing,Gust,0,0,0.23,0.02,0.25
6689,Wheel of Fortune,N64,1997,Misc,Take-Two Interactive,0.2,0.05,0,0,0.25
6690,MRC: Multi-Racing Championship,N64,1997,Racing,Ocean,0.2,0.05,0,0,0.25
6691,F1 Pole Position 64,N64,1997,Racing,Ubisoft,0.11,0.13,0,0.01,0.25
